학교급,학교명,구군,평균칼로리(Kcal,5일),학교급_평균(Kcal)
초등학교,가남초등학교,부산진구,651.98,644.70
초등학교,가동초등학교,기장군,637.42,644.70
중학교,가락중학교,강서구,792.52,829.50
중학교,감만중학교,남구,866.48,829.50
고등학교,건국고등학교,사하구,832.34,989.93
고등학교,경남고등학교,서구,1147.52,989.93
